text,outcome
President Trump did sign a 5G bill but exposure effects are misleading.,fake
"A claim that the novel coronavirus was never detected in the major Chinese cities of Beijing and Shanghai has been shared repeatedly on Facebook, Twitter and Instagram.",fake
The novel coronavirus that causes COVID-19 is â€œconfirmedâ€ to be airborne.,fake
Posts on social media claim that no Democrats voted for the â€œthe stimulus package to help American familiesâ€ during the novel coronavirus crisis.,fake
"A claim was shared repeatedly on Facebook, Twitter and Line Messenger in March 2020 that police in Thailand could issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic.",fake
Smoking cigarettes protects you from the coronavirus,fake
A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,fake
Tokyo is going to be locked down.,fake
Putin accuses US and EU leaders of artificially creating COVID-19 to reduce world population.,fake
"A post has been shared multiple times on Facebook, Twitter and YouTube that claims consuming foods with a pH level above the pH level of the novel coronavirus could cure or prevent infection from the COVID-19 disease.",fake
German chancellor Angela Merkel tested positive for the new coronavirus SARS-CoV-2.,fake
This text message shows the government is monitoring people leaving the house during coronavirus lockdown.,fake
A vaccine for the new coronavirus has been created by US scientists and will be ready to use from next Sunday.,fake
Photo shows bodies in the ground belonging to COVID-19 patients in Italy.,fake
Drinking mate helps to avoid becoming infected with the new coronavirus,fake
Chinese doctors recommended in Italy to sing on the balconies for the new coronavirus.,fake
â€œAntiviral measures lead to self-destruction and collective suicide.â€ â€“ Sucharit Bhakdi.,fake
A message asking people to not get out of their homes tonight from 10pm to next day 5am because the government has made arrangements to spray medicine in the air in order to kill the novel coronavirus.,fake
The Indian Army in Rajasthan prepared a 1000-bed facility to keep Coronavirus patients. This facility has ICUs and ventilators as well.,fake
"Images show Indonesian doctor, Dr Hadio Ali who died due to COVID-19.",fake
Finally India got its coronavirus Dashboard. This is the official website for coronavirus updates. This website is updated every four hours. Scroll down for more details; you can know more about coronavirus outbreak in your state by placing your finger on your state on the map.,fake
Prince Charles tested positive for COVID-19 after meeting Bollywood singer Kanika Kapoor.,fake
"A WhatsApp forward attributed to CNN claims Dr. Li Wenliang, the whistleblower of the Chinese governmentâ€™s propaganda about COVID-19, has documented a research report. According to this report, chemicals like Methylxanthine, Theobromine and Theophylline stimulate compounds that can ward off this virus in a human body with at least an average performing immune system.",fake
Indian Government has issued a guideline to monitor citizensâ€™ activity; their call and social media handles will be under surveillance.,fake
Malaysia dismissed residents outside the home with drones that shoot fireworks.,fake
Photo of Italian PM Giuseppe Conte who cried for regretting the late lockdown.,fake
The UN is providing food aid to South American countries due to the coronavirus pandemic.,fake
China got prepared to contain the virus and let the whole population get infected.,fake
Paraguayâ€™s Ministry of Health is not following up people who are related to confirmed cases of coronavirus.,fake
Ireland is in the first phase of a lockdown sequence.,fake
"On March 25, French scientist successfully tested a vaccine against COVID-19.",fake
Health authorities recommend shaving your beard during the COVID-19 crisis.,fake
A publication by Pearls news says 15 Nigerian senators have tested positive for COVID-19.,fake
"A blog site claimed Kogi State Governor in Nigeria, Yahaya Bello, tested positive with COVID-19.",fake
Image of TV reporter in hazmat suit is proof media is â€œfabricatingâ€ panic.,fake
232 children died from COVID-19 in Italy in just one day.,fake
COVID-19 can be read on a tank car image taken in 2019.,fake
CDC announces thennew coronavirus can survive on surfaces for up to 17 days.,fake
Turkey map on Wikipedia shows the provinces in which COVID-19 cases are diagnosed.,fake
Video shows Italians drinking chrism together against the outbreak.,fake
Video shows Turkish citizens leaving food packets on the road for the poor during the outbreak.,fake
Spanish doctor says they give the ventilators to younger people.,fake
Viral WhatsApp message claims Netflix is â€‹giving free passes to their platform during this period of isolation.,fake
Image of police punishing people in Indian state of Assam for violating the curfew.,real
"Pakistanâ€™s leading scholar Mufti Naeem suffers from coronavirus. A few days ago, he refused to close madrasas and mosques.",fake
"Indian Singer Kanika Kapoor met Prince Charles, after which he tested positive for coronavirus.",fake
Italian doctor couple diagnosed with coronavirus.,fake
An open letter from Bill Gates: The Microsoft founder believes there is a spiritual purpose behind the disease.,fake
A U.S. railway car has carried the word â€œCOVID-19â€,fake
The University of Barcelona will approve its students if classes are suspended for more than a month.,fake
â€œFood contributionâ€ campaign using the UN logo.,fake
Chlorine dioxide cures the coronavirus.,fake
Prime Minister of Mexico with tears in his eyes says to all the people: We have lost the battle against the coronavirus.,fake
Uber suspends night services in Kenya.,fake
Compounds in tea can help cure COVID-19.,fake
A treatment for COVID-19 will be manufactured in Uganda.,fake
A picture showing dead Italian doctors in an operating theater after succumbing to COVID-19.,fake
Nairobi Governor Mike Sonko has donated 58 million shillings for COVID-19 response.,fake
Coronavirus remains on the asphalt for nine days.,fake
Cigarette smoke spreads the coronavirus.,fake
A new outbreak pandemic of hantavirus is coming from China.,fake
Purchases of health products and health councils are taking advantage of the â€œhookâ€ of the COVID-19 disease to sell online cures that are not endorsed by any official organization.,fake
An audio states that the worst coronavirus crisis in Spain will start on 3/29/20.,fake
"A publication on Facebook assures that it is confirmed that â€œthe [Spanish] president and the three vice presidents are ill with COVID-19 and assures that the king must close the Parliament, dissolve the Cortes and take political and military control of the country.â€",fake
Countries that use nivaquine (chloroquine) against malaria are not affected by coronavirus.,fake
"In France, the state pays 46 billions a year for its army, but only 1 billion for its inhabitantsâ€™ health.",fake
You can get coronavirus from makeup and creams.,fake
Did an American die because he self-administered chloroquine ?,fake
The internet can crash because of a lockdown.,fake
Mosquitoes can spread the coronavirus.,fake
"After dealing with 134 patients, an Italian doctor couple took off their masks and stared at each other from the bottom of their hearts. Both died later.",fake
A video circulating on WhatsApp about a COVID-19 patient escaping from an hospital in Costa Rica.,fake
A publication claiming the city of San JosÃ© in Costa Rica has created mass graves for COVID-19 victims.,fake
Indian Government snooping messages over social media and all social media platforms will be monitored for COVID-19 messages,fake
Pakistani doctor Osama Riazâ€™s last message for you (while taking his last breath).,fake
Last photo of Indonesian doctor Hadio Ali standing away from his family before he passed away from COVID-19,fake
Leave objects in the sun to avoid contracting the coronavirus.,fake
Streaming apps Netflix and Amazon Prime give free subscriptions during COVID-19 outbreak in India.,fake
"Indian Army has built a 1,000-bed quarantine facility for COVID-19.",fake
An image of a couple claimed to be doctors who have lost their lives to the coronavirus.,fake
The WHO is offering monetary help to buy medicines and food during the emergency.,fake
Claims that Colombian President IvÃ¡n Duque approved collective dismissals of workers due to the emergency caused by COVID-19. Some of the messages attached as proof are screenshots of Resolution 0803 of 2020 of the Ministry of Labor.,fake
An image accompanies the text: The Italian Prime Minister wept when he recognized that they were losing the battle against the coronavirus.,fake
Photo of deer on Ooty-Coimbatore road during the current coronavirus lockdown.,fake
The Brazilian government initiated the registration of Social Security withdrawals to fight the pandemic by WhatsApp.,fake
Drinking tea can help cure COVID-19.,fake
Nevada Governor Steve Sisolak â€œhas banned the use of an anti-malaria drug that might help cure coronavirus.â€,fake
â€œCOVID literally stands for Chinese Originated Viral Infectious Disease.â€,fake
Coronavirus patients in Italy are now on the streets because hospitals are no longer able to accommodate them.,fake
Garlic can protect you from the coronavirus and the most vulnerable group are people with blood type A.,fake
COVID-19 is a secret American weapon aimed for depopulation purposes.,fake
"According to DW, Venezuela is the only country that took advance measures against the outbreak.",fake
"A claim on Facebook that began to circulate around Wednesday, 3/25/20, says putting a peeled onion in any room can remove â€œall viruses and bacteria including coronavirus.â€",fake
Kids are not allowed to say goodbye to their parents before being hospitalized for COVID-19.,fake
The video of unprecedented stone rain in Rome suggests the fate of pro-Communist Italy.,fake
There is no coronavirus in Africa because there is no money there and they cannot get into debt with the International Monetary Fund.,fake
Last picture of Indonesian Dr. Hadio Alo bidding farewell to his family.,fake
High death rate in Italy is due to people taking Ibuprofen.,fake
A video has been viewed thousands of times in multiple posts on Facebook which claim it shows bodies of novel coronavirus victims being thrown into a ditch in Italy.,fake
A COVID-19 test in Germany is 37 times cheaper than in Croatia.,fake
People older than 60 are not given medical help in Italy anymore.,fake
"â€œif your child gets this virus, theyâ€™re going to the hospital alone in a van with people they donâ€™t know, to be with people they donâ€™t know. You will be at home without them in their time of need.â€",fake
The application of menthol ointment in the nostrils helps to prevent the virus.,fake
"In a WhatsApp chain from workers of Argentinaâ€™s most important lab that is testing for coronavirus, they advised not to leave the house because the next two weeks will be the infection peak.",fake
"A message sent by WhatsApp states that the Ministry of Defense of China has announced that it has â€œsuccessfullyâ€ developed a vaccine against the new coronavirus, which causes COVID-19 disease. Portugal would receive the first doses in a few days.",fake
The Italians accept Islam en masse.,fake
"The Brazilian singer Preta Gil was infected with COVID-19 and performed to more than 320,000 people.",fake
Several photographs published on Facebook claim to portray coffins with victims of the new coronavirus in Italy.,fake
A message in an image claims that drinking coffee can help prevent the new coronavirus.,fake
Over 200 doctors in Italy die every day due to coronavirus.,fake
Italian people in the streets surrendering and bidding farewell to the world after COVID-19.,fake
A photo of a fleet of blue lorries bearing the image of Sri Lankan Prime Minister Mahinda Rajapaksa has been shared repeatedly on Facebook and Twitter alongside a claim that the lorries were distributing food during the novel coronavirus curfew.,fake
Images of patients treated in the open are from Italy as it has run out of hospital beds.,fake
"While coronavirus tests in other countries are conducted for free or at nominal charges, in India, it costs Rs 4,500",fake
"Thanks to the halt imposed by the government to travel boats for COVID-19, a crocodile has shown up in Veniceâ€™s canals.",fake
The government has mandated by decree a salary cut for high public officials.,fake
This news bulletin from 2015 proves that COVID-19 was created in a laboratory of Wuhan.,fake
Facebook user asserted that U.S. President Donald Trump has announced a vaccine for COVID-19.,fake
Coronavirus has a pH level of 5.5 to 8.5 and can be prevented and cured by eating alkaline foods.,fake
A purported notice issued by the Pakistan Red Crescent and Pakistanâ€™s Health Department on COVID-19 isolation rules has been shared thousands of times on Facebook. The advisory claims that families of those killed while in isolation will not be able to hold funerals or burials for them,fake
"An â€œopen letterâ€ purportedly written by US billionaire and philanthropist Bill Gates about the novel coronavirus pandemic has been shared in English and Chinese on Facebook, Twitter and various websites. The Chinese-language posts state the letter was translated from its original publication in British newspaper The Sun.",fake
Children will be separated from parents for coronavirus treatment.,fake
Congress included include a raise for themselves in the coronavirus stimulus package.,fake
Tanks are coming into U.S. towns in advance for martial law,fake
"Bitter gourd juice can cure novel coronavirus, as per Bihar Health Department in India.",fake
A photo of a couple locked in an intimate embrace with their face masks lowered has been shared in Facebook posts that claim they were nurses who were treating COVID-19 patients in an Italian hospital.,fake
A video purportedly shows a winged creature atop the dome of a structure has been viewed tens of thousands of times on Facebook and YouTube alongside a claim that it shows â€œthe image of a devilâ€ on the roof of a church in Italy.,fake
Having sex every morning kills coronavirus.,fake
"Neem leaf, used against malaria, could be efficient against COVID-19.",fake
Grateful Italians turn on the Russian anthem on the streets.,fake
Eucalyptus prevents or eliminates the new coronavirus,fake
There has been a pandemic every 100 years,fake
A group of Guatemalan deputies were reported to have voted against a bill to protect the population.,fake
Tea has ingredients to ward off any coronavirus infection.,fake
"Pakistan’s leading scholar Mufti Naeem suffers from coronavirus. A few days ago, he refused to close madrasas and mosques.",fake
"An Image is being shared on social media claiming; this italian doctor couple in the picture worked day and night and saved the lives of 134 patients, but on the eighth day, they caught coronavirus and died after an hour.",fake
Peeled onions can suck coronavirus.,fake
Videos of passenger plane from Italy to Ethiopia in which are positive for the coronavirus.,fake
Paraguayans should not go out “even to buy bread” because the incubation period is up and positive cases of coronavirus will increase.,fake
Holding your breath for 10 seconds is a way to test for coronavirus.,fake
Netflix is providing free access to the platform due to quarantine.,fake
"Photo of Copacabana beach on 3/22/20 full of sunbathers, even though Rio is in quarantine due to COVID-19.",fake
Viral WhatsApp message advises against purchasing used clothing as they expose buyers to COVID-19.,fake
Controversies surrounding chloroquine suggest health authorities approved it as a cure for COVID-19.,fake
"New York Governor Andrew Cuomo “rejected buying the recommended 16,000 ventilators in 2015 for a pandemic, and established death panels and lotteries instead. So he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.”",fake
Wisconsin Governor Tony Evers is “pushing firearm confiscation orders.”,fake
"Indian Army has set-up a 1,000 bed quarantine facility in Rajasthan’s Barmer.",fake
Justin Trudeau’s wife has released a video from her hospital bed.,fake
President of Italy crying because of the coronavirus pandemic.,fake
The man in the video is a science board member and says ginger and milk are the remedies for COVID-19.,fake
"A hair dryer can kill the coronavirus in your nose, Iranian artist Golshifteh Farahani says.",fake
Video shows looting in Mexico.,fake
China granted the test kits to Turkey in return to Mustafa Kemal’s cholera vaccine aid to China in 1940.,fake
CDC said that the coronavirus survived 17 days on the surface of a cruise ship.,fake
There is no coronavirus. The Chinese were secretly working on a biological agent that was supposed to make protesters docile and obedient.,fake
The new hantavirus is a deadly problem emerging in China. There is no cure for it.,fake
"According to a report by the WHO, coronavirus lives the longest in the cabbage layer. Elsewhere the virus lives for 9-12 hours, whereas in cabbage, this virus lives for more than 30 hours. People of all cities are requested not to eat cabbage.",fake
The bodies of people infected with coronavirus are lying on the road of Italy. No one is carrying them due to the risk of infection.,fake
Coronavirus fear in Germany results in large crowds outside a supermarket. People are pushing each other to get into the store first for necessary supplies.,fake
Tea can cure coronavirus.,fake
New vaccine can help cure coronavirus in three hours.,fake
Gargling with hot water can prevent coronavirus infection.,fake
"A video has been shared thousands of times in multiple posts on Facebook which claim it shows a woman who was detained by police in Australia after she tested positive for the novel coronavirus, COVID-19, and was filmed spitting at a supermarket in a Sydney suburb.",fake
A screenshot of a purported news broadcast showing a lion in the street and reporting that Russia has deployed hundreds of lions to maintain order during the novel coronavirus lockdown has been shared tens of thousands of times on Facebook and Twitter.,fake
"Tens of thousands of people who are victims of the coronavirus have died in China, and this is proven by maps of Wuhan released online that show a massive burning of corpses.",fake
Hospitals in Madrid are removing artificial respirators from those admitted with coronaviruses older than 65 years for use by younger patients.,fake
"A purported news report claims that Philippine President Rodrigo Duterte approved the release of P20,000 (USD $400) to all recipients of the Philippines’ Social Security System (SSS) to help them through the novel coronavirus pandemic.",fake
A video allegedly showing Canadian Prime Minister Justin Trudeau’s wife in a hospital bed urging people to stay home to avoid ending up seriously ill with the novel coronavirus has been shared thousands of times on Facebook and Twitter.,fake
"A tank circulates through the streets of Tudela, Navarre, Spain, to combat COVID-19.",fake
A new law prohibits “leaving the home” after 3 p.m. in Spain.,fake
"On 3/22/20, the coronavirus contagion rate decreased “for two consecutive days.”",fake
Andalusia proposes that students must repeat their classes (not on March 26).,fake
Iceland tested its whole population.,fake
France found a vaccine for the coronavirus.,fake
ONU to provide food voucher for coronavirus quarantine.,fake
23 new COVID-19 cases confirmed in Mombasa.,fake
A photo showing the bodies of Italian COVID-19 victims on a street.,fake
Pakistani Dr. Usman Riaz speaks about coronavirus before his death.,fake
Purported advisories urging residents to stay indoors while national air force helicopters spray disinfectant over homes to kill off the novel coronavirus have been circulated online in Sri Lanka and the Philippines.,fake
Globe Telecom is giving every subscriber free mobile load worth P500 as help or donation amid the coronavirus crisis.,fake
Five person were healed in Morocco with chloroquine.,fake
Mosques and synagogues are the only holy places to be opened during French confinement.,fake
This photo shows nurses insulting French President Emmanuel Macron.,fake
You won’t be charged a 135 euro fine if you’re driving with several other persons in your car during the lockdown.,fake
"An alarming text message signed “Claire Magne, a friend, nurse”.",fake
"In Costa Rica, dead bodies are not returned to their families.",fake
"In Costa Rica, the Red Cross and Walmart are giving out emergency funds for COVID-19.",fake
Video shows Malaysian police sanction people who violated lockdown stipulation by hitting them on the foot sole.,fake
"Gargling with hot water cures coronavirus, says a doctor from Mumbai’s COVID-19 hospital.",fake
A police commissioner from Mumbai has asked essential services to be available at certain hours.,fake
False that the OMS grants food and medicine vouchers.,fake
"Says that under order from Gov. Tony Evers, he and his eight children can’t legally have dinner together anymore.",real
Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,real
Gargling with warm water and salt or vinegar eliminates the coronavirus.,fake
[SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,fake
"A WhatsApp a video features Rabbi Dan Ben Avraham, International President of the Netzarita AMI Alliance, according to their Twitter. In the video, the rabbi says “the Israeli Minister of Health has officially declared that Israel has the coronavirus vaccine.” And “Israel has the vaccine already.”",fake
Iranian girl Anahita Hashemzadeh has contracted the coronavirus.,fake
Photos of Italian man committing suicide after he lost his entire family to COVID-19.,fake
Photo of the prime minister of Italy crying and expressing his helplessness that he couldn’t save coronavirus patients in Italy.,fake
Video of Italian police taking down a man who has come onto the streets despite a lockdown in the country.,fake
"Kerala has asked NABARD for a loan of Rs 20,000 crore to deal with COVID-19.",fake
Look at the condition of a Karimnagar person who is infected with the coronavirus.,fake
"In the video, the woman who is asking to take the coronavirus seriously is the wife of the Prime Minister of Canada.",fake
Reserve Bank of India (RBI) extended the year closing until 6/30/20.,fake
Woman burned her hands while putting on the stove due to high alcohol content in hand sanitizer.,fake
Tokyo Olympics logo has been redesigned on the theme of social distancing.,fake
The viral image is of a doctor couple in Italy who gave their lives treating coronavirus patients.,fake
232 kids died from COVID-19 in Italy in one day.,fake
People looted a supermarket in São Vicente (city in Sao Paulo state) because of the lockout.,fake
Israel is fighting coronavirus without lockdowns and economic impact.,fake
"A list of 10 claims about the coronavirus, allegedly from a doctor who worked in a hospital in Shenzhen.",fake
"Tea can cure COVID-19 patients, as suggested by China’s whistleblower doctor Li Wenliang. The news was published by CNN.",fake
"Schedules for the sale of milk, newspapers, grocery and medical stores have been issued by the Mumbai Police commissioner.",fake
A claim has been shared thousands of times in multiple posts on Facebook and Twitter that an emergency decree issued in Thailand due to the novel coronavirus pandemic included a strict curfew.,fake
"In the Philippines, Senator Manny Pacquiao was the only senator who responded to the coronavirus crisis.",fake
"The ex-Health Minister Nikola Todorov, a lawyer by profession, is a consultant of the current Minister of Health for expert advice and expertise in the field of epidemiology.",fake
"In China there is now also an outbreak of the hantavirus, with a first recorded death.",fake
"In India starting 3/24/20, all grocery, chemists and vegetable shops will be open from 9.00 am to 11.30 am and 4.30 pm to 7.00 pm. Anybody found moving around after this or opening any kind of outlet will be detained by the police. No home deliveries will be available.",fake
"In Hong Kong, people destroyed a 5G pole because of coronavirus.",fake
The number of new cases of COVID-19 is decreasing in Peru since the 3/19/20.,fake
President Donald Trump will announce that a scientist “finally found a vaccine to cure coronavirus.”,fake
A claim that a trolley collector at a supermarket in the Australian state of New South Wales tested positive for the novel coronavirus in March 2020 has been shared hundreds of times in multiple posts on Facebook.,fake
Multiple articles widely shared on Facebook claim that 59 church members died after drinking household disinfectant which their pastor said would prevent coronavirus infections.,fake
"A claim has circulated on social media that a “new virus” named hantavirus has emerged in China in March 2020. The posts were viewed hundreds of thousands of times as the world battled the spread of the novel coronavirus, which causes the disease COVID-19.",fake
Muammar Gaddafi predicted “they” will create viruses and sell us the cures.,fake
Italian prime minister admits Italy is lost.,fake
Homemade masks prevent the spread of coronavirus.,fake
Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,fake
Trump web ad usings misleading edits to create a false picture.,fake
"A post says that, on 3/22/20, 793 people died in Italy and included 232 kids.",fake
A post says that a vaccine for the new coronavirus will be available in a few days.,fake
Facebook posts featuring a photo of ventilators in the U.S. state of New York claim the devices are “stuck in a warehouse.”,fake
"President of the National Assembly of Serbia Maja Gojkovic claimed that according to the Constitution, Parliament cannot be in session during the state of emergency.",fake
Photo of people in medical scrubs lying on the floor of an operating theatre shows some of the 200 Italian doctors who died of COVID-19 in one day on 3/23/20.,fake
The vaccine against COVID-19 is finally ready.,fake
Former French health minister prevented the use of chloroquine to heal dying people of COVID-19 to harm infectologist Didier Raoult.,fake
"An image shared on social media claims this Italian doctor couple worked day and night and saved the lives of 134 patients, but on the eighth day, they contracted the coronavirus and died after an hour.",fake
"An image shared on social media claims this Italian doctor couple worked day and night and saved the lives of 134 patients, but on the eighth day, they contracted the coronavirus and died after an hour.",fake
Image of the people who died of coronavirus in Italy.,fake
Italy’s prime minister cries and declares that his country “lost the battle” against the coronavirus.,fake
Homemade masks prevent the spread of coronavirus.,fake
Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.,fake
There was a riot in a grocery store due to COVID-19.,fake
A video of a woman reciting Sanskrit verses has been viewed thousands of times on Facebook and Twitter alongside a claim that she was delivering sacred verses on a Spanish radio station during the novel coronavirus pandemic.,fake
"Multiple posts shared repeatedly on Facebook and Twitter claim that a Hong Kong medical lab has warned the novel coronavirus can remain viable on fruits and vegetables for 12 hours, therefore people should “avoid salads” over fears of contracting COVID-19.",fake
Claim that coronavirus is a false pandemic.,fake
Deaths blamed on coronavirus are actually due to the flu.,fake
The names of coronavirus victims have been published online in media.,fake
Video shows Merkel celebrating the new COVID-19 treatment which was made by a Tunisian doctor.,fake
A new vaccine to cure coronavirus has been developed by U.S. scientists.,fake
A photo has been shared hundreds of times on Facebook alongside a claim it shows coffins of coronavirus victims in Italy.,fake
A photo has been shared hundreds of times in multiple Facebook posts that claim it shows doctors and nurses in Italy who died from COVID-19.,fake
"A video shows that the United States armed forces have entered New York City as the precaution against riots, which once happened during the blackout in 1977.",fake
Denmark is not on the verge of a coronavirus epidemic.,fake
"Facebook group encourages people to report if they are contaminated in order to help authorities (authorities cannot use the data, however).",fake
The Italian Prime Minister has said his country has exhausted all options to fight against the coronavirus pandemic and pleads to God to “rescue your people.”,fake
About 500 lions have been released on the streets of Russia to stop people going out during the coronavirus pandemic.,fake
Russian President Vladimir Putin has ordered Russia’s population to stay at home for 15 days or face five years in jail.,fake
Japan Railway Station interior designed with the Buddhist scripture and images to fight against COVID-19.,fake
Coronaviruses already affecting animals are the same strain as the one causing COVID-19 in humans.,fake
"Vibrations, including those coming from emotions, can kill the new coronavirus.",fake
A claim that the Swedish hospitals were going to start using “death forms” to decide which patients to treat and which to send home to die without healthcare.,fake
"According to a report by the WHO, coronavirus lives the longest in the cabbage layer. Elsewhere the virus lives for 9-12 hours, whereas in cabbage, this virus lives for more than 30 hours. People of all cities are requested not to eat cabbage.",fake
Coronavirus fear in Germany results in large crowds outside a supermarket. People are pushing each other to get into the store first for necessary supplies.,fake
The bodies of people infected with coronavirus are lying on the road of Italy. No one is carrying them due to the risk of infection.,fake
"An image shared on social media claims this Italian doctor couple worked day and night and saved the lives of 134 patients, but on the eighth day, they contracted the coronavirus and died after an hour.",fake
Russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses.,fake
"Gargling warm salt water or vinegar prevents coronavirus infection, health experts say.",fake
False offer of free Internet during 60 days due to the quarantine.,fake
A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book.,fake
Russia has unleashed over 500 lions to ensure that people stay inside their homes amid the coronavirus outbreak.,fake
Russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses.,fake
"A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book. The viral forward reads, “It is not a new disease as it is already mentioned in the Intermediate zoology book along with its treatment. It happens sometimes that many great scientists and doctors do not focus on lesser-known books as they are mostly busy with famous books. Book name: Zoology, Writer: Dr. Ramesh Gupta, Page No. 1072.) Friends, this is not fake news so I request you to kindly share it maximum so all coronavirus patients are treated in time.”",fake
Inhaling water into the nose can prevent coronavirus transmission.,fake
Vladimir Putin released 800 tigers andlions to force residents to stay at home.,fake
WHO says Ibuprofen drugs can make the coronavirus live longer.,fake
"There are 1,000 open vacancies for nurses, doctors and other health professionals to work on a temporary hospital in São Paulo, which will be used to treat COVID-19 cases.",fake
"Picture of “baile funk” (a type of Brazilian popular party) in São Paulo during the coronavirus, despite restrictions of mass gatherings due to the COVID-19.",fake
A recipe for homemade alcohol: Mix 3 parts of ethanol with 1 part of water.,fake
"A vaccine that cures COVID-19 in three hours will be released next Sunday, according to President Donald Trump. Roche has already produced millions of those vaccines.",fake
"There are 1,000 open vacancies for nurses, doctors and other health professionals to work on a temporary hospital in São Paulo, which will be used to treat COVID-19 cases.",fake
An audio message lists five ways people can prevent the novel coronavirus.,fake
Autohemotherapy cures COVID-19.,fake
The WHO confirms COVID-19 is airborne and remains in the air for 8 hours.,fake
Favipiravir cures COVID-19.,fake
Europe is rationing food due to the outbreak.,fake
A whole onion located indoors can absorb the viruses in the air.,fake
A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in India’s Intermediate Zoology book.,fake
"A WhatsApp forward claims that the COVID-19 vaccine is ready, was announced by U.S. President Donald Trump, and will be launched next Sunday. It also claims that the vaccine discovered by the U.S. scientists can cure a COVID-19 infected patient within 3 hours. With the WhatsApp forward, the alleged image of the vaccine is also being shared.",fake
Italy’s Prime Minister Giuseppe Conte broke down publicly due to the ongoing coronavirus pandemic.,fake
Coronavirus will be cured within 2 hours by drinking bitter gourd juice.,fake
A Facebook post asserts the U.S. developed a COVID-19 vaccine to release this Sunday.,fake
"Offers to buy special device, which will “clean” water before drinking.",fake
The Spanish Government will declare imminently the state of emergency and no one will be able to leave the house and supermarkets will close.,fake
A lengthy post purportedly contains advice on how to prevent infection from the novel coronavirus. The post claims the advice was issued by a UK hospital to its medical staff.,fake
Vox is going to donate the money it receives for representation in institutions to public health.,fake
Netflix gives away free accounts during coronavirus quarantine.,fake
Pablo Iglesias announces that social benefits are suspended for three months.,fake
"Governmental economic measures will allow “unemployed people to earn 100% of their wage, workers 70% and craftsmen 0%”",fake
Video links the Family Bonus Payment established by the Government of Bolivia due to the COVID-19 crisis and electoral campaign proposal of Juntos.,fake
Video showing a group of the Bolivian army making people respect the quarantine and stay at home by using violence is not from Punata but from Chimbobo.,fake
Holding your breath can let you test whether you may have COVID-19.,fake
Roche has developed a COVID-19 vaccine.,fake
A photo showing Uganda’s first case of COVID-19.,fake
Russian President Vladimir Putin releases 800 tigers and 500 lions amid the coronavirus outbreak to keep people at home.,fake
Italian Prime Minister Giuseppe Conte was quoted in various posts and graphics on Facebook as saying they have “lost control” of the coronavirus pandemic that is greatly affecting Italy.,fake
A new vaccine that can cure COVID-19 patients in 3 hours is now ready.,fake
Image attributed to Italian Prime Minister suggesting Italy has lost control.,fake
The CDC now says that the coronavirus can survive on surfaces for up to 17 days.,fake
“Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”,fake
Vladimir Putin let lions loose in the streets of Russia to keep them indoors amid COVID-19.,fake
“People´s scientist” found that coronavirus is a bioweapon mixing SARS and HIV.,fake
"Italy registered 4,200 new recovering cases from coronavirus in 24 hours.",fake
"Tests results, theft, ban: Three false reports about chloroquine",fake
Will lockdown cause a shortage of banknotes in ATMs?,fake
Coronavirus has gripped Italy and nobody is willing to carry corpses off Italy’s streets.,fake
Italian police are being brutal on people not following lockdowns; India should follow.,fake
“Special military helicopters will spray pesticide against the coronavirus in the skies all over the country.”,fake
“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,fake
“Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of” the novel coronavirus.,fake
Study suggests malaria drug can treat coronavirus.,fake
Footage purportedly showing a looting spree in Mexico prompted by panic over the novel coronavirus was aired on multiple Facebook live streams and viewed by tens of thousands of people during the week of 3/23/20. Posts sharing the streams claimed that the chaotic scene was happening in real-time.,fake
COVID-19 patients will not show symptoms for the first 14 days.,fake
Video of the current situation in Italy due to coronavirus.,fake
Video of Canada PM Justin Trudeau’s wife pleading for people to take COVID-19 seriously.,fake
"The Russian president, Putin, has left 800 lions outside to make people stay in their homes.",fake
Image of the people who died of coronavirus in Italy.,fake
Photo of the prime minister of Italy crying and expressing his helplessness that he couldn’t save coronavirus patients in Italy.,fake
Photo of a vaccine developed by U.S. scientists for COVID-19.,fake
China released a movie called “Coronavirus” in 2013.,fake
Brazilian government will apply fees to everyone who gets caught on the street after March 24.,fake
Graphic shows that COVID-19 killed fewer people daily than other diseases.,fake
Vaccines to cure COVID-19 are ready.,fake
